,thermal_stress,air_pollution,green_roof
18795,1,1,1
18797,1,1,0
18798,1,1,1
18799,1,1,0
18801,1,1,0
18803,1,1,0
18804,1,1,0
18805,1,1,0
18806,1,1,0
18807,1,1,0
18809,1,1,1
18810,1,1,0
18811,1,1,0
18812,1,1,0
18815,1,1,1
18817,1,1,0
18818,1,1,1
18819,1,1,1
18820,1,1,0
18821,1,1,0
18822,1,1,0
18823,1,1,0
18824,1,1,0
18826,1,1,0
18831,1,1,0
18833,1,1,0
18834,1,1,0
18835,1,1,0
18836,1,1,0
18838,1,1,0
18839,1,1,0
18840,1,1,1
18843,1,1,0
18845,2,2,0
18846,2,2,1
18848,2,2,1
18849,2,2,0
18850,2,2,0
18851,2,2,0
18852,2,2,0
18853,2,2,1
18854,2,2,0
18855,2,2,0
18856,2,2,0
18857,2,2,0
18858,2,2,1
18859,2,2,0
18860,2,2,1
18861,2,2,0
18862,2,2,0
18863,2,2,0
18864,2,2,0
18865,2,2,0
18866,2,2,0
18867,2,2,0
18868,2,2,0
18869,2,2,0
18871,2,2,1
18872,2,2,1
18873,2,2,1
18874,2,2,0
18875,2,2,1
18876,2,2,0
18878,2,2,0
18879,2,2,0
18880,2,2,0
18881,2,2,0
18882,2,2,1
18883,2,2,1
18884,2,2,0
18885,2,2,0
18887,2,2,0
18888,2,2,0
18889,2,2,1
18890,2,2,0
18891,2,2,0
18892,2,2,1
18893,2,2,0
18894,2,2,0
18895,2,2,0
18896,2,2,1
18897,2,2,0
18898,2,2,0
18899,2,2,0
18900,2,2,0
18901,2,2,0
18902,2,2,0
18903,2,2,0
18904,2,2,1
18906,2,2,0
18907,2,2,0
18908,2,2,0
18909,2,2,1
18910,2,2,0
18911,2,2,0
18912,2,2,0
18913,2,2,1
18921,2,1,0
18923,2,1,0
18924,2,1,0
18925,2,1,0
18926,2,1,0
18927,2,1,0
18931,2,1,0
18935,2,1,0
18936,2,1,0
18937,2,1,0
18938,2,1,0
18939,2,1,0
18941,2,1,1
18942,2,1,0
18943,2,1,0
18944,2,1,0
18945,2,1,0
18946,2,1,0
18947,2,1,0
18948,2,1,1
18949,2,1,0
18951,2,1,0
18952,2,1,1
18953,2,1,0
18955,2,1,0
18956,2,1,0
18957,2,1,0
18958,2,1,0
18959,2,1,1
18960,2,1,0
18961,2,1,0
18962,2,1,0
18964,2,1,0
18965,2,1,1
18966,2,1,0
18967,2,1,0
18968,2,1,0
18970,2,1,0
18971,2,1,1
18972,2,1,0
18974,2,1,0
18976,1,1,0
18977,1,1,0
18978,1,1,0
18979,1,1,0
18980,1,1,0
18981,1,1,0
18982,1,1,0
18983,1,1,0
18984,1,1,0
18986,1,1,0
18988,1,1,0
18990,1,1,0
18991,1,1,0
18992,1,1,0
18993,1,1,0
18994,1,1,0
18995,1,1,0
18996,1,1,1
18997,1,1,0
18998,1,1,0
18999,1,1,0
19000,1,1,0
19001,1,1,1
19002,1,1,1
19003,1,1,1
19005,1,1,0
19006,1,1,0
19007,1,1,0
19008,1,1,0
19009,1,1,0
19010,1,1,0
19011,1,1,1
19012,1,1,0
19013,1,1,0
19014,1,1,0
19015,1,1,0
19017,1,1,0
19020,1,1,0
19021,1,1,0
19022,1,1,0
19023,1,1,0
19024,1,1,0
19025,1,1,1
19026,2,2,0
19027,2,2,0
19028,2,2,1
19029,2,2,0
19030,1,1,1
19031,1,1,1
19033,1,1,1
19034,1,1,0
19035,1,1,0
19036,1,1,0
19037,1,1,1
19038,1,1,0
19039,1,1,1
19040,1,1,0
19041,1,1,0
19042,1,1,1
19043,1,1,0
19044,1,1,0
19045,1,1,1
19046,1,1,1
19047,1,1,0
19048,1,1,0
19049,2,2,1
19050,2,2,0
19051,2,2,0
19052,2,2,0
19053,2,2,1
19054,2,2,1
19055,2,2,1
19056,2,2,0
19057,2,2,0
19058,2,2,0
19059,2,2,0
19060,2,2,0
19061,2,2,1
19062,2,2,0
19063,2,2,0
19064,2,2,1
19066,2,2,0
19067,2,2,1
19068,2,2,1
19069,2,2,0
19070,2,2,1
19071,2,2,0
19072,2,2,0
19073,2,2,0
19074,2,2,1
19075,2,2,0
19076,2,2,0
19077,2,2,0
19078,2,2,0
19079,2,2,1
19080,2,2,0
19081,2,2,0
19082,2,2,0
19086,2,2,0
19087,2,2,1
19089,2,2,0
19090,2,2,0
19091,2,2,1
19092,2,2,0
19093,2,2,1
19094,2,2,0
19095,2,2,0
19096,2,2,1
19097,2,2,1
19098,2,2,1
19099,2,2,0
19102,2,2,1
19103,2,2,0
19104,2,2,1
19105,2,2,0
19107,2,2,1
19108,2,2,1
19109,2,2,1
19110,2,2,0
19111,2,2,1
19112,2,2,1
19113,2,2,0
19114,2,2,0
19115,2,2,0
19116,2,2,0
19117,2,2,0
19119,2,2,0
19120,2,2,0
19121,2,2,0
19122,2,2,1
19123,2,2,0
19124,2,2,0
19125,2,2,1
19126,2,2,0
19127,2,2,0
19128,2,2,0
19129,2,2,0
19130,2,2,1
19131,2,2,0
19132,2,2,0
19133,2,2,0
19134,2,2,0
19135,2,2,0
19136,2,2,0
19137,2,2,1
19139,2,2,0
19140,2,2,0
19141,2,2,1
19142,2,2,1
19144,2,2,0
19148,2,2,0
19149,2,2,0
19150,2,2,0
19151,2,2,0
19153,2,2,0
19154,2,2,0
19155,2,2,0
19156,2,2,0
19157,2,2,0
19158,2,2,0
19159,2,2,0
19160,2,2,1
19161,2,2,0
19163,2,2,0
19164,2,2,0
19166,2,2,0
19167,2,2,0
19168,2,2,0
19169,2,2,0
19170,2,2,1
19171,2,2,0
19172,2,2,0
19173,2,2,0
19174,2,2,1
19175,2,2,1
19176,2,2,0
19177,2,2,0
19178,2,2,0
19179,2,2,0
19180,2,2,1
19184,2,1,0
19185,2,1,1
19186,2,1,0
19188,2,1,0
19189,2,1,0
19190,2,1,0
19191,2,1,0
19193,2,1,0
19196,2,1,0
19197,2,1,0
19198,2,1,0
19200,2,1,0
19201,2,1,0
19202,2,1,1
19203,2,1,1
19204,2,1,0
19205,2,1,0
19206,2,1,0
19207,2,1,0
19208,2,1,0
19209,2,1,0
19210,2,1,0
19211,2,1,0
19212,2,1,0
19213,2,1,0
19214,2,1,0
19215,2,1,0
19217,2,1,1
19218,2,1,0
19219,2,1,0
19220,2,1,0
19221,2,1,0
19222,2,1,0
19223,2,1,0
19224,2,1,0
19225,2,1,0
19226,2,1,0
19227,2,1,0
19228,2,1,0
19229,2,1,0
19230,2,1,0
19231,2,1,1
19232,2,1,1
19233,2,1,0
19234,2,1,0
19235,2,1,0
19238,2,2,0
19239,2,2,0
19240,2,2,0
19241,2,2,0
19242,2,1,1
19244,2,2,0
19245,2,2,0
19246,2,2,0
19247,2,2,1
19248,2,2,0
19249,2,2,0
19250,2,2,0
19251,2,2,0
19252,2,2,0
19253,2,2,0
19254,2,2,0
19255,2,2,1
19256,2,2,0
19257,2,1,0
19258,2,1,0
19259,2,1,0
19261,2,1,0
19262,2,1,0
19263,2,1,0
19264,2,1,0
19265,2,1,0
19267,2,1,0
19268,2,1,0
19269,2,1,0
19274,2,1,0
19275,2,1,0
19276,2,1,0
19277,2,1,0
19278,2,2,0
19279,2,2,0
19280,2,1,0
19281,2,2,0
19282,2,1,0
19284,2,1,0
19286,2,1,0
19287,2,1,0
19290,2,1,0
19291,2,1,0
19292,2,1,0
19294,2,1,0
19295,2,1,1
19296,2,1,0
19297,2,1,1
19298,2,1,1
19299,2,1,1
19300,2,1,1
19302,2,2,1
19303,2,2,0
19304,2,2,1
19305,2,2,1
19306,2,2,1
19307,2,2,1
19308,2,2,1
19309,2,1,1
19310,2,1,0
19311,2,1,1
19312,2,1,0
19313,2,1,1
19314,2,1,1
19315,2,1,0
19316,2,1,1
19317,2,1,1
19318,2,1,1
19319,2,1,1
19320,2,1,0
19322,2,1,1
19324,2,1,0
19329,2,1,0
19330,2,1,0
19332,2,1,0
19333,2,1,0
19335,2,1,1
19336,2,1,0
19338,2,1,0
19339,2,1,1
19341,2,1,0
19342,2,1,0
19344,2,1,0
19345,2,1,0
19347,2,1,0
19348,2,1,0
19350,2,1,0
19351,2,1,0
19354,2,1,0
19359,2,1,0
19360,2,1,0
19361,2,1,0
19365,2,1,0
19366,2,1,0
19367,2,1,0
19369,2,1,1
19370,2,1,0
19371,2,1,1
19372,2,1,0
19373,2,1,0
19374,2,2,0
19375,2,2,0
19376,2,1,1
19377,2,1,0
19378,2,2,1
19379,2,2,0
19380,2,2,0
19381,2,2,0
19382,2,2,0
19383,2,1,0
19384,2,1,0
19385,2,1,0
19386,2,1,0
19387,2,2,0
19388,2,2,0
19390,2,1,0
19392,2,1,0
19394,2,1,0
19398,2,1,0
19411,2,1,0
19412,2,1,0
19415,2,1,0
19421,2,1,0
19453,2,1,0
19459,2,1,0
19460,2,1,0
19461,2,1,0
19462,2,1,0
19463,2,1,0
19464,2,1,0
19472,2,1,0
19473,2,1,0
19475,2,1,0
19477,2,1,0
19478,2,1,0
19479,2,1,0
19481,2,1,0
19483,2,1,0
19484,2,1,0
19485,2,1,0
19486,2,1,0
19488,2,1,0
19490,2,1,0
19491,2,1,0
19496,2,1,0
19497,2,1,0
19498,2,1,0
19501,2,1,0
19502,2,1,0
19513,2,1,0
19523,2,1,0
19535,2,1,0
19537,2,1,0
19538,2,1,1
19540,2,1,0
19542,2,1,0
19543,2,1,0
19544,2,1,0
19568,2,1,0
19569,2,1,0
19571,2,1,0
19572,2,1,0
19583,2,1,0
19598,2,1,0
19605,2,1,0
19616,2,1,0
19617,2,1,0
19630,2,1,1
19645,2,1,0
19648,2,1,0
19649,2,1,0
19655,2,1,0
19659,2,1,0
19660,2,1,1
19685,2,1,0
19693,2,1,0
19694,2,1,0
19695,2,1,0
19696,2,1,0
19697,2,1,0
19708,2,1,0
19723,2,1,0
19725,2,1,1
19726,2,1,0
19734,2,1,0
19735,2,1,0
19736,2,1,0
19737,2,1,0
19738,2,1,0
19739,2,1,1
19740,2,1,1
19741,2,1,0
19742,2,1,1
19743,2,1,0
19744,2,1,1
19745,2,1,1
19746,2,1,0
19747,2,1,0
19748,2,1,0
19749,2,1,0
19750,2,1,0
19751,2,1,0
19753,2,1,0
19754,2,1,0
19755,2,1,0
19756,2,1,0
19759,2,1,0
19760,2,1,0
19761,2,1,0
19766,2,1,0
19767,2,1,1
19769,2,1,0
19770,2,1,0
19777,2,1,0
19783,2,1,0
19785,2,1,0
19786,2,1,1
19788,2,1,0
19789,2,1,0
19853,2,1,0
19854,2,1,0
19855,2,1,0
19856,2,1,0
19857,2,1,0
19864,2,1,0
19865,2,1,0
19866,2,1,0
19867,2,1,0
19869,2,1,0
19873,2,1,0
19874,2,1,0
19875,2,1,0
19876,2,1,0
19877,2,1,0
19881,2,1,0
19882,2,1,0
19883,2,1,0
19885,2,1,0
19888,2,1,0
19889,2,1,0
19891,2,1,0
19892,2,1,1
19893,2,1,0
19894,2,1,0
19895,2,1,0
19896,3,1,0
19897,3,1,0
19898,3,1,0
19899,3,1,0
19901,3,1,0
19902,3,1,0
19903,3,1,0
19904,3,1,1
19905,3,1,1
19906,3,1,0
19907,3,1,0
19908,3,1,1
19911,3,1,0
19912,3,1,0
19914,3,1,0
19916,3,1,0
19919,3,1,0
19920,3,1,0
19922,2,1,0
19925,2,1,0
19926,2,1,0
19927,2,1,1
19928,2,1,0
19929,3,1,0
19930,3,1,0
19931,3,1,0
19932,3,1,0
19933,3,1,0
19935,3,1,0
19936,3,1,0
19937,3,1,1
19938,3,1,0
19939,3,1,0
19940,3,1,1
19941,3,1,0
19942,3,1,0
19943,2,1,0
19944,3,1,0
19946,3,1,0
19947,3,1,0
19949,3,1,0
19951,2,1,0
19952,2,1,0
19953,3,1,0
19955,3,1,0
19956,3,1,0
19957,3,1,0
19958,3,2,0
19959,3,2,1
19960,3,2,1
19961,3,2,1
19963,3,2,0
19966,3,2,0
19968,3,2,1
19970,3,2,0
19971,3,2,0
19972,3,2,0
19973,3,2,0
19974,3,2,0
19975,3,2,0
19976,3,2,0
19977,3,2,0
19978,3,2,0
19979,3,2,1
19980,3,2,1
19981,3,2,0
19982,3,2,1
19984,2,2,1
19985,2,2,0
19986,2,2,0
19987,2,2,0
19988,2,2,0
19989,3,2,1
19990,3,2,1
19991,3,2,0
19992,3,2,1
19993,3,2,0
19994,3,2,0
19995,3,2,0
19996,3,2,1
19997,2,2,0
19998,2,2,0
19999,2,2,0
20000,2,2,1
20001,2,2,1
20002,2,2,0
20003,2,2,0
20004,2,2,1
20005,2,2,1
20006,2,2,1
20007,2,2,0
20008,2,2,1
20009,2,2,1
20010,2,2,1
20011,2,2,0
20012,3,2,1
20013,3,2,0
20014,3,2,0
20015,3,2,0
20016,3,2,0
20017,3,2,0
20018,2,2,0
20020,2,2,1
20021,2,2,0
20022,2,2,0
20023,2,2,1
20024,2,2,1
20025,2,2,1
20026,2,2,1
20028,2,2,1
20029,2,2,1
20030,3,2,1
20031,3,2,1
20032,3,2,1
20033,2,2,0
20034,2,2,0
20035,2,2,0
20036,2,2,0
20037,2,2,0
20039,2,2,0
20040,2,2,0
20041,2,2,1
20042,2,2,1
20043,2,2,0
20044,2,2,1
20045,2,2,0
20046,2,2,1
20047,2,2,1
20048,2,2,1
20049,2,2,0
20050,2,2,0
20051,2,2,1
20052,2,2,1
20053,2,3,0
20054,2,3,1
20055,2,3,1
20056,2,3,0
20057,2,3,0
20058,2,3,0
20059,2,3,0
20060,2,2,1
20061,2,2,0
20063,2,3,1
20065,2,3,0
20066,2,3,1
20067,2,3,1
20068,2,3,0
20069,2,3,0
20070,2,3,0
20071,2,3,1
20072,2,3,0
20073,2,3,1
20074,2,2,0
20075,2,2,0
20076,2,2,0
20077,3,2,0
20078,3,2,0
20079,3,2,0
20080,3,2,0
20081,3,2,0
20082,2,2,0
20083,2,2,0
20084,2,2,0
20085,3,2,0
20086,3,2,0
20087,3,2,1
20088,2,2,0
20089,3,2,1
20090,2,2,0
20091,2,2,0
20092,2,2,0
20093,2,2,1
20094,2,2,1
20095,2,2,1
20096,2,2,0
20097,2,2,1
20098,3,2,1
20099,2,2,0
20101,3,2,0
20102,3,2,1
20103,3,2,1
20105,2,2,0
20106,2,2,0
20109,2,2,1
20110,3,2,1
20111,2,3,1
20112,2,3,0
20113,2,3,1
20114,3,2,0
20115,3,2,1
20120,2,2,1
20121,2,2,1
20125,3,2,1
20126,3,2,0
20127,2,3,1
20128,2,3,0
20129,2,3,0
20130,2,3,0
20131,2,3,1
20132,2,3,1
20133,2,3,0
20135,2,2,1
20138,2,2,0
20139,2,2,1
20140,2,2,1
20141,2,2,0
20143,2,2,0
20145,2,2,0
20146,2,2,0
20148,2,2,1
20149,2,2,0
20150,3,2,1
20153,3,2,1
20154,2,2,1
20155,2,2,0
20156,2,2,0
20157,2,2,0
20158,2,2,0
20159,2,2,0
20160,2,2,0
20161,2,2,0
20162,2,2,0
20163,2,2,0
20165,3,2,0
20166,3,2,0
20167,3,2,0
20168,3,2,0
20169,2,2,1
20170,2,2,1
20171,3,2,0
20172,3,2,0
20173,2,2,1
20176,2,2,0
20178,2,2,1
20179,2,2,0
20180,2,2,1
20181,2,2,0
20182,2,2,0
20184,2,2,1
20185,3,2,0
20186,3,2,0
20187,3,2,0
20188,2,2,0
20189,2,2,0
20190,2,2,0
20191,2,2,0
20192,2,2,0
20193,2,2,1
20194,2,2,1
20195,2,2,1
20196,2,2,1
20197,2,2,0
20198,2,2,0
20199,3,2,1
20200,2,2,0
20201,2,2,1
20202,2,2,0
20203,2,3,0
20204,2,3,0
20205,2,3,0
20206,2,3,0
20207,2,3,0
20208,2,3,1
20209,2,3,0
20210,2,3,0
20211,2,3,1
20212,2,3,1
20213,2,3,0
20214,2,2,1
20215,2,2,1
20216,2,2,1
20217,2,3,0
20218,2,3,0
20219,2,3,0
20220,2,3,0
20221,2,3,1
20222,2,3,1
20223,2,3,1
20224,2,3,0
20225,2,3,1
20226,2,1,0
20227,2,1,0
20228,2,1,1
20229,2,1,1
20230,2,1,0
20231,2,1,0
20232,2,1,0
20233,2,1,0
20235,2,2,0
20239,2,1,0
20240,2,3,1
20241,2,2,0
20242,2,3,1
20243,2,2,0
20245,2,2,0
20246,2,1,0
20247,2,1,0
20249,2,2,0
20252,2,2,1
20253,2,2,0
20254,2,2,0
20255,2,2,1
20256,2,2,1
20257,2,2,1
20258,2,2,1
20260,2,2,0
20261,2,2,0
20262,2,2,0
20263,2,2,0
20264,2,2,0
20265,2,2,0
20266,2,1,0
20267,2,1,1
20269,2,2,1
20271,2,2,0
20273,3,2,0
20274,3,2,0
20275,3,2,0
20276,3,2,0
20278,2,2,0
20279,2,2,1
20280,2,2,0
20282,2,2,1
20284,2,2,0
20285,2,2,0
20286,2,1,1
20287,2,2,0
20289,2,2,0
20290,2,2,0
20291,2,2,0
20292,2,1,0
20293,2,1,0
20294,2,2,0
20295,3,2,0
20296,3,2,0
20297,3,2,0
20298,2,2,0
20299,2,1,0
20300,2,2,0
20301,2,2,0
20302,2,1,0
20303,2,1,0
20304,2,1,0
20305,2,1,0
20307,2,1,1
20308,2,1,1
20309,2,1,1
20310,1,1,0
20311,1,1,0
20314,1,1,0
20316,1,1,0
20317,2,1,0
20318,1,1,1
20319,1,1,0
20320,1,1,0
20321,1,1,1
20322,1,1,1
20325,1,1,0
20331,1,1,0
20333,2,1,0
20334,2,1,0
20336,1,1,1
20339,1,1,1
20340,1,1,0
20341,2,1,0
20342,2,1,0
20343,2,1,0
20344,2,1,1
20345,2,1,1
20346,2,1,0
20348,2,1,0
20349,2,1,1
20351,2,1,0
20352,2,1,0
20354,2,1,0
20355,3,2,1
20356,3,2,1
20357,3,2,1
20358,3,2,1
20359,2,1,0
20360,2,1,1
20361,2,1,1
20362,2,1,1
20363,2,1,1
20364,2,1,1
20366,2,1,0
20367,2,1,0
20368,2,1,0
20369,2,1,0
20370,2,1,0
20371,2,1,0
20374,1,1,0
20375,2,2,0
20376,2,2,0
20377,1,1,0
20378,1,1,0
20379,2,2,1
20380,2,2,1
20381,2,2,0
20382,2,2,0
20383,2,2,0
20385,2,2,0
20386,2,2,0
20387,2,2,0
20388,2,2,0
20389,2,2,1
20390,2,2,0
20391,2,2,0
20392,2,2,0
20393,2,2,1
20394,2,2,0
20395,2,2,0
20396,2,2,0
20397,2,2,1
20398,2,2,1
20399,2,2,0
20401,2,2,0
20402,2,2,0
20403,2,2,0
20404,2,2,0
20405,2,2,0
20406,3,2,0
20407,2,2,0
20409,2,2,0
20410,2,2,1
20413,2,2,0
20415,2,2,0
20417,2,2,0
20418,2,2,0
20419,2,2,0
20420,2,2,1
20421,2,2,0
20424,2,2,0
20425,2,2,0
20426,2,2,0
20427,2,2,0
20428,2,2,0
20429,2,2,0
20430,2,2,1
20431,2,2,0
20432,3,2,1
20433,3,2,0
20434,3,2,0
20435,3,2,1
20436,3,2,0
20437,3,2,1
20438,3,2,0
20439,3,2,1
20440,3,2,0
20441,3,2,1
20442,3,2,1
20444,3,2,1
20445,3,2,0
20446,3,2,1
20447,3,2,1
20448,3,2,0
20449,3,2,1
20450,3,2,1
20451,3,2,0
20452,3,2,0
20453,3,2,0
20454,2,2,0
20455,2,2,0
20456,2,2,0
20457,2,2,0
20458,2,2,0
20459,2,2,1
20460,2,2,1
20461,2,2,1
20463,2,1,0
20464,2,1,0
20465,2,1,1
20466,2,1,0
20467,2,1,1
20468,2,1,0
20469,2,1,1
20470,2,1,0
20471,2,1,0
20472,2,1,0
20473,2,1,0
20474,2,1,0
20475,2,1,0
20476,2,1,0
20477,2,1,0
20478,2,1,0
20479,2,1,0
20480,2,1,0
20481,2,1,0
20482,2,1,1
20483,2,1,1
20484,2,1,0
20485,2,1,0
20486,2,1,0
20487,2,1,0
20488,2,1,0
20489,2,1,0
20490,2,1,0
20491,2,1,0
20492,2,1,0
20493,2,1,0
20494,2,1,0
20495,2,1,0
20496,2,1,1
20497,2,1,0
20498,2,1,0
20499,2,1,0
20500,2,1,0
20501,2,1,1
20502,2,1,0
20503,2,1,0
20504,2,1,0
20505,2,1,0
20506,2,1,1
20509,2,1,0
20510,2,1,0
20511,2,1,0
20515,2,1,0
20522,2,1,0
20527,2,1,0
20530,2,1,0
20531,2,1,0
20532,2,1,0
20533,2,1,0
20534,2,1,1
20538,2,1,0
20540,2,1,0
20543,2,1,0
20547,1,1,0
20590,1,1,0
20622,1,1,0
20625,1,1,1
20626,3,2,0
20627,3,2,0
20667,1,1,0
20699,1,1,0
20716,1,1,0
20717,1,1,0
20728,3,2,0
20732,3,2,0
20733,3,2,0
20734,3,2,1
20736,1,1,0
20738,1,1,0
20743,1,1,0
20744,1,1,0
20745,2,2,0
20746,2,2,0
20748,1,1,0
20749,2,2,0
20750,2,2,0
20751,2,2,1
20752,2,2,0
20753,2,2,0
20754,2,2,1
20755,2,2,0
20757,2,1,0
20758,2,1,0
20759,2,1,0
20760,2,2,0
20761,2,2,0
20762,2,2,0
20763,2,1,0
20765,1,1,0
20766,2,2,1
20767,2,2,0
20768,2,2,0
20769,2,2,0
20770,2,2,0
20771,2,2,0
20772,2,2,0
20773,2,2,0
20776,2,1,1
20777,2,1,1
20779,3,2,0
20781,3,2,0
20782,3,2,0
20783,3,2,1
20786,3,2,1
20787,2,2,0
20791,2,2,0
20792,2,2,0
20793,3,2,0
20794,3,2,1
20795,3,2,1
20796,3,2,1
20797,3,2,0
20800,2,1,0
20801,2,1,0
20802,2,1,1
20804,3,2,0
20805,3,2,1
20806,3,2,1
20807,2,2,0
20808,2,2,0
20809,1,1,0
20818,2,1,1
20822,2,1,0
20853,2,2,0
20854,2,2,0
20856,2,2,1
20857,2,2,0
20858,2,2,0
20859,2,2,0
20860,2,2,0
20861,2,2,0
20863,3,2,0
20864,3,2,0
20865,3,2,1
20896,1,1,0
20905,1,1,0
20907,1,1,0
20908,1,1,0
20910,1,1,0
20911,1,1,0
20913,1,1,1
20921,3,2,0
20923,3,2,1
20924,3,2,0
20926,3,2,0
20927,3,2,1
20928,3,2,0
20929,1,1,0
20930,1,1,1
20931,1,1,0
20933,1,1,0
20934,1,1,0
20935,1,1,0
20936,1,1,0
20937,1,1,1
20938,1,1,0
20939,1,1,0
20940,1,1,1
20941,1,1,0
20942,1,1,0
20943,1,1,0
20944,1,1,0
20945,1,1,0
20946,1,1,1
20948,1,1,1
20949,1,1,1
20950,1,1,0
20951,1,1,0
20952,1,1,1
20954,1,1,1
20956,1,1,0
20957,1,1,0
20958,1,1,0
20959,1,1,0
20960,1,1,1
20961,1,1,0
20962,1,1,0
20963,1,1,0
20964,1,1,1
20965,1,1,1
20966,1,1,0
20967,1,1,0
20968,1,1,0
20969,1,1,0
20970,1,1,0
20971,1,1,0
20972,1,1,0
20975,1,1,1
20976,1,1,0
20977,1,1,0
20978,1,1,0
20979,1,1,1
20980,1,1,1
20981,1,1,0
20982,1,1,0
20983,1,1,0
20984,1,1,0
20985,1,1,0
20987,1,1,0
20988,1,1,0
20989,1,1,1
20990,1,1,0
20991,1,1,1
20992,1,1,0
20993,1,1,1
20994,1,1,0
20995,1,1,0
20997,1,1,1
21000,1,1,0
21001,1,1,0
21002,1,1,1
21003,1,1,1
21004,1,1,0
21005,1,1,1
21006,1,1,0
21007,1,1,0
21008,1,1,0
21009,1,1,0
21010,1,1,0
21011,1,1,1
21012,1,1,0
21013,1,1,0
21014,1,1,0
21015,1,1,1
21016,1,1,0
21017,1,1,0
21018,1,1,1
21019,1,1,1
21020,1,1,0
21021,1,1,1
21022,1,1,1
21023,1,1,1
21024,1,1,1
21025,1,1,0
21026,1,1,0
21027,1,1,1
21032,1,1,0
21036,1,1,0
21037,1,1,0
21038,1,1,0
21039,1,1,1
21040,1,1,1
21041,1,1,0
21042,1,1,0
21043,1,1,1
21044,1,1,0
21045,1,1,1
21046,1,1,0
21048,1,1,0
21049,1,1,0
21050,1,1,0
21051,1,1,0
21052,1,1,0
21053,1,1,0
21054,1,1,0
21055,1,1,0
21056,1,1,1
21057,1,1,0
21058,1,1,0
21059,1,1,0
21060,1,1,1
21061,1,1,0
21062,1,1,0
21063,1,1,1
21064,1,1,0
21065,1,1,0
21066,1,1,1
21067,1,1,1
21068,1,1,0
21069,1,1,0
21070,1,1,0
21071,1,1,0
21072,1,1,0
21073,1,1,0
21074,1,1,0
21075,1,1,0
21076,1,1,0
21077,1,1,0
21078,1,1,1
21079,1,1,0
21080,1,1,0
21081,1,1,0
21082,1,1,0
21083,1,1,0
21084,1,1,0
21085,1,1,0
21087,1,1,1
21088,1,1,0
21094,1,1,0
21095,1,1,0
21096,1,1,0
21097,1,1,0
21098,1,1,1
21099,1,1,0
21101,1,1,0
21102,1,1,0
21106,1,1,1
21107,1,1,0
21108,1,1,0
21109,1,1,0
21110,1,1,0
21111,1,1,0
21112,1,1,0
21113,1,1,1
21114,1,1,0
21115,1,1,1
21116,1,1,1
21117,1,1,0
21118,1,1,0
21119,1,1,0
21120,1,1,0
21121,1,1,0
21123,1,1,0
21124,1,1,1
21125,1,1,0
21126,1,1,0
21127,1,1,0
21128,1,1,0
21130,1,1,0
21131,1,1,0
21132,1,1,0
21133,1,1,0
21134,1,1,0
21135,1,1,1
21136,1,1,0
21137,1,1,1
21140,1,1,0
21141,1,1,0
21142,1,1,0
21143,1,1,0
21144,1,1,0
21145,1,1,0
21146,1,1,0
21147,1,1,0
21148,1,1,0
21149,1,1,0
21150,1,1,0
21151,1,1,0
21152,1,1,0
21154,1,1,0
21155,1,1,0
21156,1,1,1
21157,1,1,1
21162,1,1,0
21163,1,1,0
21164,1,1,0
21165,1,1,0
21167,1,1,0
21168,1,1,0
21169,1,1,0
21170,1,1,0
21171,1,1,0
21172,1,1,0
21173,1,1,0
21174,1,1,0
21175,1,1,1
21176,1,1,1
21177,1,1,0
21178,1,1,1
21179,1,1,0
21180,1,1,0
21181,1,1,0
21182,1,1,0
21184,1,1,0
21185,1,1,0
21186,1,1,0
21187,1,1,0
21190,1,1,0
21191,1,1,0
21192,1,1,1
21193,1,1,0
21194,1,1,1
21195,1,1,0
21196,1,1,0
21197,1,1,0
21198,1,1,0
21199,1,1,0
21222,1,1,0
21224,1,1,1
21225,1,1,1
21227,1,1,0
21228,1,1,0
21230,1,1,0
21231,1,1,0
21232,1,1,0
21234,1,1,0
21236,1,1,1
21238,1,1,0
21239,1,1,0
21241,1,1,0
21242,1,1,0
21243,1,1,0
21244,1,1,0
21245,1,1,0
21246,1,1,0
21248,1,1,1
21249,1,1,0
21250,1,1,1
21251,1,1,0
21252,1,1,0
21254,1,1,0
21255,1,1,0
21257,1,1,0
21258,1,1,0
21261,1,1,1
21263,1,1,0
21264,1,1,0
21269,1,1,0
21270,1,1,0
21271,1,1,0
21272,1,1,0
21273,1,1,0
21274,1,1,0
21275,1,1,0
21276,1,1,0
21277,1,1,0
21280,1,1,0
21281,1,1,0
21282,1,1,0
21283,1,1,0
21284,1,1,0
21285,1,1,0
21286,1,1,0
21287,1,1,1
21296,1,1,0
21301,1,1,0
21302,1,1,0
21303,1,1,1
21304,1,1,1
21306,1,1,0
21307,1,1,0
21309,1,1,0
21311,1,1,0
21312,1,1,0
21313,1,1,0
21314,1,1,1
21315,1,1,0
21316,1,1,0
21318,1,1,0
21319,1,1,0
21320,1,1,0
21324,1,1,0
21325,1,1,0
21326,1,1,1
21327,1,1,0
21328,1,1,0
21329,1,1,0
21330,1,1,0
21331,1,1,0
21332,1,1,0
21333,1,1,0
21334,1,1,0
21335,1,1,0
21336,1,1,0
21337,1,1,1
21338,1,1,0
21339,1,1,1
21340,1,1,1
21341,1,1,1
21342,1,1,0
21343,1,1,0
21344,1,1,1
21346,1,1,0
21347,1,1,0
21348,1,1,0
21349,1,1,1
21350,1,1,1
21351,1,1,0
21352,1,1,0
21353,1,1,1
